,TTR,Root TTR,Log TTR,Mass TTR,MSTR,MATTR,HDD,MTLD,MTLD wrap,MTLD bi,# words,Custom AG
0,0.37520391517128876,9.289612504803223,0.84726863667031,0.05479229740686353,0.73,0.726382978723404,0.7686491592597884,47.68366464995678,49.386623164763456,47.8823216745048,612.0,1.454026305099635
